 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
   9268.80 | Supplier#000007062        | INDIA                     |    129525 | Manufacturer#4            | DGBGsC97WZ uHillDcuwPuK6qYr3vw           | 18-314-204-6543 | uses are. ironic tithes among the regular foxes boost slyly express excuses; quickly dari            |        274.37
    351.98 | Supplier#000000345        | CHINA                     |    130344 | Manufacturer#4            | ZYuibETx2zArwg                           | 28-503-710-4886 | lar dolphins. carefully unusual packages according to the furio                                      |        521.64
   8752.64 | Supplier#000003163        | INDIA                     |    130649 | Manufacturer#5            | 1a12bXvGYZs3gFSYsRtTJ7I6CZd5OhHNjvY      | 18-380-830-5088 | ily blithely pending pearls. furiously ironic asymptotes detec                                       |        213.95
   5466.86 | Supplier#000005676        | VIETNAM                   |    130649 | Manufacturer#5            | HInJHZisl5svSU1oKsr                      | 31-411-864-6979 | quests. pending, brave deposits cajole blithely. furious asymptotes                                  |        749.49
   7047.64 | Supplier#000001623        | INDONESIA                 |    131622 | Manufacturer#4            | 7QdxGgnQRvPDGSTMtD BpStZts0Xk,pPkqjtN6   | 19-525-377-5806 | alongside of the fluffily regular accounts. ironic, close accounts are alongside of t                |        304.91
   2968.22 | Supplier#000000420        | JAPAN                     |    132880 | Manufacturer#1            | kLWtAMtbSn                               | 22-971-269-4753 | eas cajole around the regular accounts. evenly even escapades                                        |        355.40
   1131.80 | Supplier#000006124        | INDIA                     |    133610 | Manufacturer#1            | KsV6PYudv3JASdU85i                       | 18-876-513-4459 | ar requests. even deposits wake pending instructions. fluffily unusual excuses was slyly ab          |          2.38
   3414.57 | Supplier#000003611        | JAPAN                     |    133610 | Manufacturer#1            | FSPfboa25EjNKVDf                         | 22-344-349-2209 | nag slyly furiously quiet requests. furiously pending excuses haggle                                 |        101.98
   2178.02 | Supplier#000001429        | VIETNAM                   |    133889 | Manufacturer#1            | 4pWaHM0NNE0j GmfgT8                      | 31-457-951-3566 | y pending excuses should have to print among                                                         |         61.70
   -877.00 | Supplier#000008916        | CHINA                     |    133889 | Manufacturer#1            | Y0pCkSR5qPKd9TKAgQW0SvgvwTztALd Q        | 28-518-591-9103 | c hockey players. carefully regular request                                                          |        980.10
   5043.92 | Supplier#000002114        | CHINA                     |    134574 | Manufacturer#2            | oYrzEAWh3pExO                            | 28-461-289-4367 | tipliers wake quickly frays. blithely iro                                                            |        110.77
   2932.96 | Supplier#000009617        | INDONESIA                 |    134590 | Manufacturer#5            | HyhsQSSE2k2K825gYP3PYoZ7pr               | 19-741-860-7232 |  requests about the regular pains ca                                                                 |        996.69
   6742.63 | Supplier#000002482        | CHINA                     |    134942 | Manufacturer#4            | VgZca,08Okt4SYYxnN80OkUy3Lt0X0TB2ue      | 28-698-684-4533 | unusual deposits cajole quickly after the fluff                                                      |        538.22
   5664.16 | Supplier#000007456        | VIETNAM                   |    134942 | Manufacturer#4            | ITYEeccPVJi0HvnAwVs2Z                    | 31-194-977-8267 | s. pending, final requests wake carefully dependencies. pending, special account                     |        886.41
   -477.42 | Supplier#000009969        | JAPAN                     |    134942 | Manufacturer#4            | aGlh8upPi1lh8ZPbbZICU                    | 22-391-956-5759 | sly even notornis. bold instructions sleep slyly. carefully regular instructions could have to use f |        979.35
   -797.87 | Supplier#000002668        | VIETNAM                   |    135128 | Manufacturer#3            | vcRr6OF6QVbEeFfy sGqagXr7                | 31-869-135-5603 |  carefully unusual dolphins sleep quickly! furiously re                                              |        858.90
   1636.09 | Supplier#000000189        | INDONESIA                 |    135162 | Manufacturer#1            | SlPFDFJnn4gtrol                          | 19-482-239-6669 | y regular courts. furiously express deposits haggle slyl                                             |        544.30
   2577.10 | Supplier#000002793        | CHINA                     |    135253 | Manufacturer#2            | aJBVO0DwezZsCpS9cD7DwubbGvSON48MGiWW     | 28-445-136-7777 | lly ironic theodolites wake furiously regular dependencies. even, regular depos                      |        141.01
    695.45 | Supplier#000007767        | INDIA                     |    135253 | Manufacturer#2            | IenQ,N7kCm 66lJHO QA9                    | 18-150-170-5440 | es cajole. deposits run after the blithely special as                                                |        354.60
   7131.81 | Supplier#000005382        | INDIA                     |    135381 | Manufacturer#1            | JO3p0fKZRP,MzliJUpCr6h139CaH1TrSlQ3Jk    | 18-856-463-7791 | ly furiously even deposits; final packages promise quickly. reg                                      |        523.20
   9636.13 | Supplier#000005572        | VIETNAM                   |    135571 | Manufacturer#5            | o0VYozeSbEyqck                           | 31-829-399-4904 |  unusual accounts wake along the carefully express requests. c                                       |        472.89
   6487.62 | Supplier#000009686        | INDONESIA                 |    137172 | Manufacturer#4            | MziS,BoJFgLZTV30P 9ugzgy q6oDwwlUgb1nU0  | 19-592-751-6799 | f the theodolites cajole furiously among the carefully express dependencies. quickly                 |        265.60
   4599.41 | Supplier#000004712        | INDONESIA                 |    137172 | Manufacturer#4            | zESBY8uYvFunK7                           | 19-771-212-2431 | excuses. regular, pending accounts poach above the accounts. re                                      |        558.13
   1050.76 | Supplier#000004990        | CHINA                     |    137450 | Manufacturer#4            | MgrvPgsfLD4Z2CkrORXppETrXWsYT            | 28-360-531-4238 | ole about the unusual theodolites. requests wake slyly ironic, final multipliers. carefully even f   |         19.23
   2299.53 | Supplier#000007451        | VIETNAM                   |    137450 | Manufacturer#4            | wJCwChzzwCPf,nmjbgyQPh46R4nvdOd1xBr      | 31-833-133-1673 | ding pains along the carefull                                                                        |        662.44
   2312.03 | Supplier#000008006        | INDONESIA                 |    138005 | Manufacturer#2            | ,8,a6tucbKSGeU CYs,LGFPeCpfMDAaT,qQ6MMX4 | 19-102-545-3561 |  ironic packages cajole. regular courts nag car                                                      |        992.36
   8461.22 | Supplier#000003120        | INDONESIA                 |    138093 | Manufacturer#4            | DBhl1PhP1V9vK7OMmo7Ri60dcI               | 19-634-281-8564 | ironic sheaves at the quickly regular packages integrate furiously furiously pending packages. qu    |        157.63
